Luuf Efeu Hustenpastillen;Arzneispezialitaet;Luuf Efeu Hustenpastillen;1-24849;Apomedica Pharmazeutische Produkte GmbH, Roseggerkai 3, 8010 Graz, Oesterreich;37671;Hederae Folium (Auszug);R05CA;0;0;0;;0;Arzneimittel zur Abgabe ohne aerztliche Verschreibung;Abgabe durch eine (oeffentliche) Apotheke;Phytoarzneimittel;Human;;;;;;;;;;;0
Luuf Efeu Hustentropfen fuer Kinder;Arzneispezialitaet;Luuf Efeu Hustentropfen fuer Kinder;1-24661;Apomedica Pharmazeutische Produkte GmbH, Roseggerkai 3, 8010 Graz, Oesterreich;37509;Hederae Folium (Auszug);R05CA;0;0;0;;0;Arzneimittel zur Abgabe ohne aerztliche Verschreibung;Abgabe durch eine (oeffentliche) Apotheke;Phytoarzneimittel;Human;;;;;;;;;;;1
Luuf Guaifenesin compositum Bronchial - und Hustentee Konzentrat;Arzneispezialitaet;Luuf Guaifenesin compositum Bronchial - und Hustentee Konzentrat;14766;Apomedica Pharmazeutische Produkte GmbH, Roseggerkai 3, 8010 Graz, Oesterreich;26045;Guaifenesin, Menthol, Racemischer Campher, Anisi Aetheroleum, Thymi Typo Thymolo Aetheroleum, Eucalypti Aetheroleum, Foeniculi Amari Fructus Aetheroleum;R05CA10;0;0;0;;0;Arzneimittel zur Abgabe ohne aerztliche Verschreibung;Abgabe durch eine (oeffentliche) Apotheke;Standardarzneimittel;Human;;;;;;;;;;;0
Luveris 450 I.E. Injektionsloesung;Arzneispezialitaet;Luveris 450 I.E. Injektionsloesung;EU/1/00/155/007;Serono Europe Ltd_inaktiv, 56 Marsh Wall -, E14 9TP London, Vereinigtes Koenigreich;39959;Lutropin Alfa;G03GA07;0;0;0;;0;Arzneimittel zur einmaligen Abgabe auf aerztliche Verschreibung;Abgabe durch eine (oeffentliche) Apotheke;Biologika;Human;;;;;;;;;;;1
Luxerm 160 mg/g Creme;Arzneispezialitaet;Luxerm 160 mg/g Creme;136910;Galderma International, Tour Europlaza 20 Avenue Andre Prothin, La Defense 4 -, 92927 La Defense Cedex, Frankreich;42558;Methyl 5-Aminolevulinat Hydrochlorid;L01XD03;0;0;;;;Arzneimittel zur einmaligen Abgabe auf aerztliche Verschreibung;Abgabe durch eine (oeffentliche) Apotheke;Standardarzneimittel;Human;;;;;;;;;;;0
Lycopodium clavatum - DHU - Dilution;Arzneispezialitaet;Lycopodium clavatum - DHU - Dilution;HOM-3812;Deutsche Homoeopathie-Union, DHU-Arzneimittel GmbH & Co KG, Otto-Strasse 24, 76227 Karlsruhe, Deutschland;38000;;;;;0;;0;Arzneimittel zur Abgabe ohne aerztliche Verschreibung;Abgabe durch eine (oeffentliche) Apotheke;Homoeopathika;Human;;;;;;;;;;;1
Lycopodium clavatum - DHU - Tabletten;Arzneispezialitaet;Lycopodium clavatum - DHU - Tabletten;HOM-3788;Deutsche Homoeopathie-Union, DHU-Arzneimittel GmbH & Co KG, Otto-Strasse 24, 76227 Karlsruhe, Deutschland;38000;;;;;0;;0;Arzneimittel zur Abgabe ohne aerztliche Verschreibung;Abgabe durch eine (oeffentliche) Apotheke;Homoeopathika;Human;;;;;;;;;;;0
Lycopodium clavatum Spagyra Globuli;Arzneispezialitaet;Lycopodium clavatum Spagyra Globuli;HOM-6360;Spagyra GmbH & Co KG, Marktplatz 5A, 5082 Groedig, Oesterreich;39736;;;;;0;;0;Arzneimittel zur Abgabe ohne aerztliche Verschreibung;Abgabe durch eine (oeffentliche) Apotheke;Homoeopathika;Human;;;;;;;;;;;1
Lycopodium Dos. - Globuli;Arzneispezialitaet;Lycopodium Dos. - Globuli;HOM-0620;Mag. Martin Doskar, pharm. Produkte e.U., Schottenring 14, 1010 Wien, Oesterreich;35275;;;;;0;;0;Arzneimittel zur Abgabe ohne aerztliche Verschreibung;Abgabe durch eine (oeffentliche) Apotheke;Homoeopathika;Human;;;;;;;;;;;0
Lycopus europaeus DOS Dilution;Arzneispezialitaet;Lycopus europaeus DOS Dilution;HOM-1191;Magister Martin Doskar, pharm. Produkte e.U., Schottenring 14, 1010 Wien, Oesterreich;35345;;;;;0;;0;Arzneimittel zur Abgabe ohne aerztliche Verschreibung;Abgabe durch eine (oeffentliche) Apotheke;Homoeopathika;Human;;;;;;;;;;;1
Lycopus virginicus - DHU - Dilution;Arzneispezialitaet;Lycopus virginicus - DHU - Dilution;HOM-3794;Deutsche Homoeopathie-Union, DHU-Arzneimittel GmbH & Co KG, Otto-Strasse 24, 76227 Karlsruhe, Deutschland;38000;;;;;0;;0;Arzneimittel zur Abgabe ohne aerztliche Verschreibung;Abgabe durch eine (oeffentliche) Apotheke;Homoeopathika;Human;;;;;;;;;;;0
Lycopus virginicus Dos. - Globuli;Arzneispezialitaet;Lycopus virginicus Dos. - Globuli;HOM-0779;Mag. Martin Doskar, pharm. Produkte e.U., Schottenring 14, 1010 Wien, Oesterreich;35297;;;;;0;;0;Arzneimittel zur Abgabe ohne aerztliche Verschreibung;Abgabe durch eine (oeffentliche) Apotheke;Homoeopathika;Human;;;;;;;;;;;1
Lymphdiaral Basistropfen;Arzneispezialitaet;Lymphdiaral Basistropfen;300350;Pascoe Pharm. Praeparate GmbH, Schiffenberger Weg 55, 35394 Giessen, Deutschland;40080;Marsdenia Cundurango (Hab), Calendula Officinalis (Hab), Silybum Marianum (Hab), Acidum Arsenicosum (Hab), Sanguinaria Canadensis (Hab), Echinacea (Hab), Phytolacca Americana (Hab), Veronicastrum Virginicum (Hab), Taraxacum Officinale (Hab), Lycopodium Clavatum (Hab), Hydrastis Canadensis (Hab), Chelidonium Majus (Hab);V03AX;0;0;0;;0;Arzneimittel zur Abgabe ohne aerztliche Verschreibung;Abgabe durch eine (oeffentliche) Apotheke;Homoeopathika;Human;;;;;;;;;;;0
Lymphdiaral Halstabletten;Arzneispezialitaet;Lymphdiaral Halstabletten;3-00349;Pascoe Pharm. Praeparate GmbH, Schiffenberger Weg 55, 35394 Giessen, Deutschland;40080;Echinacea (Hab), Hydrargyrum Biiodatum (Hab), Scrophularia Nodosa (Hab);V03AX;0;0;0;;0;Arzneimittel zur Abgabe ohne aerztliche Verschreibung;Abgabe durch eine (oeffentliche) Apotheke;Homoeopathika;Human;;;;;;;;;;;1
Lymphomyosot - Tropfen;Arzneispezialitaet;Lymphomyosot - Tropfen;3-00144;Biologische Heilmittel Heel GmbH, Dr. Reckeweg Strasse 2-4, 76532 Baden-Baden, Deutschland;36768;Calciumhydrogenphosphat, Teucrium Scorodonia (Hab), Ferrum Jodatum (Komm D), Juglandis Folium (Auszug), Myosotis Arvensis (Hab), Sarsaparillae Radix (Auszug), Equisetum Hyemale (Komm D), Veronica Officinalis (Hab), Gentianae Radix (Auszug), Scrophularia Nodosa (Hab), Levothyroxin, Fumariae Herba (Auszug), Turio Pini Sylvestris (Auszug), Nasturtium Officinale (Hab), Natriumsulfat, Araneus Diadematus (Komm D), Geranium Robertianum (Hab);V03AX;0;0;0;;0;Arzneimittel zur Abgabe ohne aerztliche Verschreibung;Abgabe durch eine (oeffentliche) Apotheke;Homoeopathika;Human;;;;;;;;;;;0
Lymphoseek 50 Mikrogramm Kit fuer ein radioaktives Arzneimittel;Arzneispezialitaet;Lymphoseek 50 Mikrogramm Kit fuer ein radioaktives Arzneimittel;EU/1/14/955/001-002;Norgine BV, Hogehilweg 7, 1101 CA Amsterdam ZO, Niederlande;41962;Tilmanocept;V09IA09;0;0;;;0;Arzneimittel zur einmaligen Abgabe auf aerztliche Verschreibung;Abgabe durch eine (oeffentliche) Apotheke;Radiopharmazeutika;Human;;;;;;;;;;;1
Lynparza 150 mg Filmtabletten;Arzneispezialitaet;Lynparza 150 mg Filmtabletten;EU/1/14/959/004-005;AstraZeneca AB, - -, 151 85 Soedertaelje, Schweden;43228;Olaparib;L01XX46;0;0;;;0;Arzneimittel zur einmaligen Abgabe auf aerztliche Verschreibung;Abgabe durch eine (oeffentliche) Apotheke;Standardarzneimittel;Human;;;;;;;;;;;0
Lyribastad 100 mg Hartkapseln;Arzneispezialitaet;Lyribastad 100 mg Hartkapseln;138198;STADA Arzneimittel GmbH, Muthgasse 36/2, 1190 Wien, Oesterreich;43152;Pregabalin;N03AX16;0;0;;;0;Arzneimittel zur wiederholten Abgabe gegen aerztliche Verschreibung;Abgabe durch eine (oeffentliche) Apotheke;Standardarzneimittel;Human;;;;;;;;;;;1
Lyribastad 200 mg Hartkapseln;Arzneispezialitaet;Lyribastad 200 mg Hartkapseln;138194;STADA Arzneimittel GmbH, Muthgasse 36/2, 1190 Wien, Oesterreich;43152;Pregabalin;N03AX16;0;0;;;0;Arzneimittel zur wiederholten Abgabe gegen aerztliche Verschreibung;Abgabe durch eine (oeffentliche) Apotheke;Standardarzneimittel;Human;;;;;;;;;;;0
Lyribastad 25 mg Hartkapseln;Arzneispezialitaet;Lyribastad 25 mg Hartkapseln;138192;STADA Arzneimittel GmbH, Muthgasse 36/2, 1190 Wien, Oesterreich;43150;Pregabalin;N03AX16;0;0;;;0;Arzneimittel zur wiederholten Abgabe gegen aerztliche Verschreibung;Abgabe durch eine (oeffentliche) Apotheke;Standardarzneimittel;Human;;;;;;;;;;;1
Lyribastad 50 mg Hartkapseln;Arzneispezialitaet;Lyribastad 50 mg Hartkapseln;138197;STADA Arzneimittel GmbH, Muthgasse 36/2, 1190 Wien, Oesterreich;43152;Pregabalin;N03AX16;0;0;;;0;Arzneimittel zur wiederholten Abgabe gegen aerztliche Verschreibung;Abgabe durch eine (oeffentliche) Apotheke;Standardarzneimittel;Human;;;;;;;;;;;0
LYRICA 100 mg Hartkapseln;Arzneispezialitaet;LYRICA 100 mg Hartkapseln;EU/1/04/279/014-016,039;Pfizer Ltd, Ramsgate Road -, CT13 9NJ Sandwich, Kent, Vereinigtes Koenigreich;38174;Pregabalin;N03AX16;0;0;0;;0;Arzneimittel zur wiederholten Abgabe gegen aerztliche Verschreibung;Abgabe durch eine (oeffentliche) Apotheke;Standardarzneimittel;Human;;;;;;;;;;;1
LYRICA 200 mg Hartkapseln;Arzneispezialitaet;LYRICA 200 mg Hartkapseln;EU/1/04/279/020-022,041;Pfizer Ltd, Ramsgate Road -, CT13 9NJ Sandwich, Kent, Vereinigtes Koenigreich;38174;Pregabalin;N03AX16;0;0;0;;0;Arzneimittel zur wiederholten Abgabe gegen aerztliche Verschreibung;Abgabe durch eine (oeffentliche) Apotheke;Standardarzneimittel;Human;;;;;;;;;;;0
LYRICA 25 mg Hartkapseln;Arzneispezialitaet;LYRICA 25 mg Hartkapseln;EU/1/04/279/001-005,026,036;Pfizer Ltd, Ramsgate Road -, CT13 9NJ Sandwich, Kent, Vereinigtes Koenigreich;38174;Pregabalin;N03AX16;0;0;0;;0;Arzneimittel zur wiederholten Abgabe gegen aerztliche Verschreibung;Abgabe durch eine (oeffentliche) Apotheke;Standardarzneimittel;Human;;;;;;;;;;;1
LYRICA 50 mg Hartkapseln;Arzneispezialitaet;LYRICA 50 mg Hartkapseln;EU/1/04/279/006-010,037;Pfizer Ltd, Ramsgate Road -, CT13 9NJ Sandwich, Kent, Vereinigtes Koenigreich;38174;Pregabalin;N03AX16;0;0;0;;0;Arzneimittel zur wiederholten Abgabe gegen aerztliche Verschreibung;Abgabe durch eine (oeffentliche) Apotheke;Standardarzneimittel;Human;;;;;;;;;;;0
Lysodren 500 mg Tabletten;Arzneispezialitaet;Lysodren 500 mg Tabletten;EU/1/04/273/001;Laboratoire HRA Pharma, Rue Beranger 15, 75003 Paris, Frankreich;38105;Mitotan;L01XX23;0;0;0;;0;Arzneimittel zur einmaligen Abgabe auf aerztliche Verschreibung;Abgabe durch eine (oeffentliche) Apotheke;Standardarzneimittel;Human;;;;;;;;;;;1
Lytta vesicatoria - DHU - Dilution;Arzneispezialitaet;Lytta vesicatoria - DHU - Dilution;HOM-4028;Deutsche Homoeopathie-Union, DHU-Arzneimittel GmbH & Co KG, Otto-Strasse 24, 76227 Karlsruhe, Deutschland;38013;;;;;0;;0;Arzneimittel zur Abgabe ohne aerztliche Verschreibung;Abgabe durch eine (oeffentliche) Apotheke;Homoeopathika;Human;;;;;;;;;;;0
Lytta vesicatoria - DHU - Tabletten;Arzneispezialitaet;Lytta vesicatoria - DHU - Tabletten;HOM-3264;Deutsche Homoeopathie-Union, DHU-Arzneimittel GmbH & Co KG, Otto-Strasse 24, 76227 Karlsruhe, Deutschland;37956;;;;;0;;0;Arzneimittel zur Abgabe ohne aerztliche Verschreibung;Abgabe durch eine (oeffentliche) Apotheke;Homoeopathika;Human;;;;;;;;;;;1
Lytta vesicatoria Spagyra Globuli;Arzneispezialitaet;Lytta vesicatoria Spagyra Globuli;HOM-6391;Spagyra GmbH & Co KG, Marktplatz 5A, 5082 Groedig, Oesterreich;40017;;;;;0;;0;Arzneimittel zur Abgabe ohne aerztliche Verschreibung;Abgabe durch eine (oeffentliche) Apotheke;Homoeopathika;Human;;;;;;;;;;;0
Lyxumia 10 Mikrogramm Injektionsloesung;Arzneispezialitaet;Lyxumia 10 Mikrogramm Injektionsloesung;EU/1/12/811/001;Sanofi-Aventis Groupe, Rue La Boetie 54, 75008 Paris, Frankreich;41306;Lixisenatid;A10BX10;0;0;;;;Arzneimittel zur einmaligen Abgabe auf aerztliche Verschreibung;Abgabe durch eine (oeffentliche) Apotheke;Standardarzneimittel;Human;;;;;;;;;;;1
Maalox - orale Suspension;Arzneispezialitaet;Maalox - orale Suspension;17837;sanofi-aventis GmbH, Saturn Tower, Leonard-Bernstein-Strasse 10, 1220 Wien, Oesterreich;30771;Magnesiumhydroxid, Aluminiumhydroxid;A02AD01;0;0;0;;0;Arzneimittel zur wiederholten Abgabe gegen aerztliche Verschreibung;Abgabe durch eine (oeffentliche) Apotheke;Standardarzneimittel;Human;;;;;;;;;;;0
Maalox lemon 400 mg/400 mg Kautabletten;Arzneispezialitaet;Maalox lemon 400 mg/400 mg Kautabletten;137454;sanofi-aventis GmbH, Saturn Tower, Leonard-Bernstein-Strasse 10, 1220 Wien, Oesterreich;42781;Aluminiumoxid, Wasserhaltiges, Magnesiumhydroxid;A02AD01;0;0;;;0;Arzneimittel zur Abgabe ohne aerztliche Verschreibung;Abgabe durch eine (oeffentliche) Apotheke;Standardarzneimittel;Human;;;;;;;;;;;1
Maalox redfruit 400 mg/400 mg Kautabletten;Arzneispezialitaet;Maalox redfruit 400 mg/400 mg Kautabletten;137453;sanofi-aventis GmbH, Saturn Tower, Leonard-Bernstein-Strasse 10, 1220 Wien, Oesterreich;42781;Magnesiumhydroxid, Aluminiumoxid, Wasserhaltiges;A02AD01;0;0;;;0;Arzneimittel zur Abgabe ohne aerztliche Verschreibung;Abgabe durch eine (oeffentliche) Apotheke;Standardarzneimittel;Human;;;;;;;;;;;0
MabThera 100 mg Konzentrat zur Herstellung einer Infusionsloesung;Arzneispezialitaet;MabThera 100 mg Konzentrat zur Herstellung einer Infusionsloesung;EU/1/98/067/001;Roche Registration Ltd, Falcon Way, Shire Park 6, AL7 1TW Welwyn Garden city, Vereinigtes Koenigreich;35948;Rituximab;L01XC02;0;0;0;;0;Arzneimittel zur einmaligen Abgabe auf aerztliche Verschreibung;Abgabe durch eine (oeffentliche) Apotheke;Biologika;Human;;;;;;;;;;;1
MabThera 1.600 mg Loesung zur subkutanen Injektion;Arzneispezialitaet;MabThera 1.600 mg Loesung zur subkutanen Injektion;EU/1/98/067/004;Roche Registration Ltd, Falcon Way, Shire Park 6, AL7 1TW Welwyn Garden city, Vereinigtes Koenigreich;42516;Rituximab;L01XC02;0;0;0;;0;Arzneimittel zur einmaligen Abgabe auf aerztliche Verschreibung;Abgabe durch eine (oeffentliche) Apotheke;Biologika;Human;;;;;;;;;;;0
Macrogol 4000 Citrus Sanofi 10 g Pulver zur Herstellung einer Loesung zum Einnehmen;Arzneispezialitaet;Macrogol 4000 Citrus Sanofi 10 g Pulver zur Herstellung einer Loesung zum Einnehmen;136740;sanofi-aventis GmbH, Saturn Tower, Leonard-Bernstein-Strasse 10, 1220 Wien, Oesterreich;42388;Macrogol;A06AD15;0;0;;;0;Arzneimittel zur Abgabe ohne aerztliche Verschreibung;Abgabe durch eine (oeffentliche) Apotheke;Standardarzneimittel;Human;;;;;;;;;;;1
Madar-DHU Dilution;Arzneispezialitaet;Madar-DHU Dilution;HOM-5553;Deutsche Homoeopathie-Union, DHU-Arzneimittel GmbH & Co KG, Otto-Strasse 24, 76227 Karlsruhe, Deutschland;38978;;;;;0;;0;Arzneimittel zur Abgabe ohne aerztliche Verschreibung;Abgabe durch eine (oeffentliche) Apotheke;Homoeopathika;Human;;;;;;;;;;;0
Madinette 0,03 mg/2 mg Filmtabletten;Arzneispezialitaet;Madinette 0,03 mg/2 mg Filmtabletten;1-29161;Dermapharm GmbH, Kleeblattgasse 4/13, 1010 Wien, Oesterreich;40304;Ethinylestradiol, Chlormadinonacetat;G03AA15;0;0;0;;0;Arzneimittel zur wiederholten Abgabe gegen aerztliche Verschreibung;Abgabe durch eine (oeffentliche) Apotheke;Standardarzneimittel;Human;;;;;;;;;;;1
Madonella 0,15mg/0,03mg Dragees;Arzneispezialitaet;Madonella 0,15mg/0,03mg Dragees;1-24754;Kwizda Pharma GmbH, Effingergasse 21, 1160 Wien, Oesterreich;37592;Levonorgestrel, Ethinylestradiol;G03AA07;0;0;0;;0;Arzneimittel zur wiederholten Abgabe gegen aerztliche Verschreibung;Abgabe durch eine (oeffentliche) Apotheke;Standardarzneimittel;Human;;;;;;;;;;;0
Madopar Roche  200 mg/50 mg - Tabletten;Arzneispezialitaet;Madopar Roche  200 mg/50 mg - Tabletten;17235-P3;Eurim-Pharm Vertriebs-GmbH & Co KG, Bundesstrasse 35, 5071 Wals-Siezenheim, Oesterreich;36196;Benserazid Hydrochlorid, Levodopa;N04BA02;0;0;0;;;Arzneimittel zur wiederholten Abgabe gegen aerztliche Verschreibung;Abgabe durch eine (oeffentliche) Apotheke;Standardarzneimittel;Human;;;;;;;;;;;1
Madopar 100 mg/25 mg - Tabletten;Arzneispezialitaet;Madopar 100 mg/25 mg - Tabletten;1-22672;Roche Austria GmbH, Engelhorngasse 3, 1211 Wien, Oesterreich;36012;Levodopa, Benserazid Hydrochlorid;N04BA02;0;0;0;;0;Arzneimittel zur wiederholten Abgabe gegen aerztliche Verschreibung;Abgabe durch eine (oeffentliche) Apotheke;Standardarzneimittel;Human;;;;;;;;;;;0
Madopar 50 mg/12,5 mg - Kapseln;Arzneispezialitaet;Madopar 50 mg/12,5 mg - Kapseln;16549;Roche Austria GmbH, Engelhorngasse 3, 1211 Wien, Oesterreich;29091;Levodopa, Benserazid Hydrochlorid;N04BA02;0;0;0;;0;Arzneimittel zur wiederholten Abgabe gegen aerztliche Verschreibung;Abgabe durch eine (oeffentliche) Apotheke;Standardarzneimittel;Human;;;;;;;;;;;1
Mag. E. Wolf's Herz-Nerven Elixir;Arzneispezialitaet;Mag. E. Wolf's Herz-Nerven Elixir;5-02460;Apotheke Mitterau, Mag. Susanne Gauster KG, Goettweigergasse 29, 3500 Krems, Oesterreich;40074;Visci Albi Herba (Auszug), P-Menth-3-Yl Isovalerianat, Melissae Folium (Auszug), Lupuli Flos (Auszug), Juniperi Galbulus (Auszug), Crataegi Folium Cum Flore (Auszug);C01EB;0;0;0;;0;Arzneimittel zur Abgabe ohne aerztliche Verschreibung;Abgabe durch eine (oeffentliche) Apotheke;Apothekeneigene;Human;;;;;;;;;;;0
Mag. Erlach's Blasen- und Nierentee;Arzneispezialitaet;Mag. Erlach's Blasen- und Nierentee;5-00797;Stadtapotheke Zur Madonna Mag.pharm. Carla Egger-Erlach e.U., Rosengasse 14, 9900 Lienz, Oesterreich;34044;Petroselini Radix, Equiseti Herba, Orthosiphonis Folium, Betulae Folium, Menthae Piperitae Folium, Herniariae Herba;C03BX, G04BX;0;0;0;;0;Arzneimittel zur Abgabe ohne aerztliche Verschreibung;Abgabe durch eine (oeffentliche) Apotheke;Apothekeneigene;Human;;;;;;;;;;;1
Mag. Erlach's Magen - Darmtee;Arzneispezialitaet;Mag. Erlach's Magen - Darmtee;5-00103;Stadtapotheke Zur Madonna Mag.pharm. Carla Egger-Erlach e.U., Rosengasse 14, 9900 Lienz, Oesterreich;33728;Malvae Folium, Menthae Piperitae Folium, Centaurii Herba, Matricariae Flos, Foeniculi Fructus;A03AX, A15;0;0;0;;0;Arzneimittel zur Abgabe ohne aerztliche Verschreibung;Abgabe durch eine (oeffentliche) Apotheke;Apothekeneigene;Human;;;;;;;;;;;0
Mag. Gall's Magenelixier;Arzneispezialitaet;Mag. Gall's Magenelixier;5-00954;Stadt-Apotheke Judenburg Mag.pharm. Dr. Peter Gall KG, Burggasse 32, 8750 Judenburg, Oesterreich;34134;Absinthii Herba (Auszug), Cinnamomi Cortex (Auszug), Centaurii Herba (Auszug), Carvi Fructus (Auszug), Matricariae Flos (Auszug), Millefolii Herba (Auszug), Gentianae Radix (Auszug), Aurantii Amari Epicarpium Et Mesocarpium (Auszug);A15;0;0;0;;0;Arzneimittel zur Abgabe ohne aerztliche Verschreibung;Abgabe durch eine (oeffentliche) Apotheke;Apothekeneigene;Human;;;;;;;;;;;1
Mag. Hanels Entschlackungstee;Arzneispezialitaet;Mag. Hanels Entschlackungstee;5-00537;Apotheke zum Goldenen Biber, Getreidegasse 4, 5020 Salzburg, Oesterreich;33898;Juniperi Galbulus, Violae Tricoloris Herba, Callunae Herba, Urticae Herba, Taraxaci Radix;A05AX, G04BX, C03BX;0;0;0;;0;Arzneimittel zur Abgabe ohne aerztliche Verschreibung;Abgabe durch eine (oeffentliche) Apotheke;Apothekeneigene;Human;;;;;;;;;;;0
Mag. Hanels Magen-Tee;Arzneispezialitaet;Mag. Hanels Magen-Tee;5-00540;Apotheke zum Goldenen Biber, Getreidegasse 4, 5020 Salzburg, Oesterreich;33898;Absinthii Herba, Calami Rhizoma, Angelicae Radix, Aurantii Amari Epicarpium Et Mesocarpium, Foeniculi Fructus;A15;0;0;0;;0;Arzneimittel zur Abgabe ohne aerztliche Verschreibung;Abgabe durch eine (oeffentliche) Apotheke;Apothekeneigene;Human;;;;;;;;;;;1
Mag. Libowitzky's Grippetee;Arzneispezialitaet;Mag. Libowitzky's Grippetee;5-00568;Apotheke zum Auge Gottes, Stadtplatz 37, 3950 Gmuend, Oesterreich;33898;Tiliae Flos, Sambuci Flos, Rosae Pseudo-Fructus, Plantaginis Lanceolatae Folium;R05X;0;0;0;;0;Arzneimittel zur Abgabe ohne aerztliche Verschreibung;Abgabe durch eine (oeffentliche) Apotheke;Apothekeneigene;Human;;;;;;;;;;;0
Mag. Libowitzky's Nieren- u. Blasentee;Arzneispezialitaet;Mag. Libowitzky's Nieren- u. Blasentee;5-00569;Apotheke zum Auge Gottes, Stadtplatz 37, 3950 Gmuend, Oesterreich;33898;Matricariae Flos, Equiseti Herba, Uvae Ursi Folium, Betulae Folium, Solidaginis Herba;G04BX;0;0;0;;0;Arzneimittel zur Abgabe ohne aerztliche Verschreibung;Abgabe durch eine (oeffentliche) Apotheke;Apothekeneigene;Human;;;;;;;;;;;1
Mag. Schwitzers Combintee Nr. 21 Magentee;Arzneispezialitaet;Mag. Schwitzers Combintee Nr. 21 Magentee;5-00476;Marien-Apotheke, Burggasse 7, 6130 Schwaz, Oesterreich;33883;Calami Rhizoma, Centaurii Herba, Menthae Piperitae Folium, Matricariae Flos, Malvae Folium;A15;0;0;0;;0;Arzneimittel zur Abgabe ohne aerztliche Verschreibung;Abgabe durch eine (oeffentliche) Apotheke;Apothekeneigene;Human;;;;;;;;;;;0
Mag. Schwitzers Combintee Nr.25 Schlaftee;Arzneispezialitaet;Mag. Schwitzers Combintee Nr.25 Schlaftee;5-00477;Marien-Apotheke, Burggasse 7, 6130 Schwaz, Oesterreich;33883;Valerianae Radix, Melissae Folium, Lavandulae Flos, Lupuli Flos;N05CX;0;0;0;;0;Arzneimittel zur Abgabe ohne aerztliche Verschreibung;Abgabe durch eine (oeffentliche) Apotheke;Apothekeneigene;Human;;;;;;;;;;;1
Magen - Darm - Gallentee;Arzneispezialitaet;Magen - Darm - Gallentee;5-00239;Augarten-Apotheke zum heiligen Leopold, Dr. Franz Stohr KG, Untere Augartenstrasse 13, 1020 Wien, Oesterreich;33816;Melissae Folium, Absinthii Herba, Menthae Piperitae Folium, Centaurii Herba, Millefolii Herba;A05A, A15;0;0;0;;0;Arzneimittel zur Abgabe ohne aerztliche Verschreibung;Abgabe durch eine (oeffentliche) Apotheke;Apothekeneigene;Human;;;;;;;;;;;0
Magen - Darmtee;Arzneispezialitaet;Magen - Darmtee;5-02011;Fuerstenallee - Apotheke, Nonntaler Hauptstrasse 61, 5020 Salzburg, Oesterreich;34603;Matricariae Flos, Foeniculi Fructus, Menthae Piperitae Folium, Calami Rhizoma;A03AX, A15;0;0;0;;0;Arzneimittel zur Abgabe ohne aerztliche Verschreibung;Abgabe durch eine (oeffentliche) Apotheke;Apothekeneigene;Human;;;;;;;;;;;1
Magen - Darmtee;Arzneispezialitaet;Magen - Darmtee;5-02071;Engel-Apotheke, Mag. Annelies Herzog KG, Bahnhofstrasse 17, 9500 Villach, Oesterreich;34752;Matricariae Flos, Menthae Piperitae Folium, Foeniculi Fructus, Calami Rhizoma;A03AX, A15;0;0;0;;0;Arzneimittel zur Abgabe ohne aerztliche Verschreibung;Abgabe durch eine (oeffentliche) Apotheke;Apothekeneigene;Human;;;;;;;;;;;0
Magenberuhigungstee;Arzneispezialitaet;Magenberuhigungstee;5-00362;Oswald-Apotheke, Mag. pharm. Ilse Pedevilla KG, Moosmahdstrasse 35, 6850 Dornbirn, Oesterreich;33829;Malvae Folium, Althaeae Radix, Menthae Piperitae Folium, Matricariae Flos, Melissae Folium;A15;0;0;0;;0;Arzneimittel zur Abgabe ohne aerztliche Verschreibung;Abgabe durch eine (oeffentliche) Apotheke;Apothekeneigene;Human;;;;;;;;;;;1
Magen-Darmtee;Arzneispezialitaet;Magen-Darmtee;5-01743;Stadtapotheke Zur Mariahilf, Malser Strasse 18, 6500 Landeck, Oesterreich;34472;Menthae Piperitae Folium, Calami Rhizoma, Foeniculi Fructus, Matricariae Flos;A03AX, A15;0;0;0;;0;Arzneimittel zur Abgabe ohne aerztliche Verschreibung;Abgabe durch eine (oeffentliche) Apotheke;Apothekeneigene;Human;;;;;;;;;;;0
Magen-Darmtee;Arzneispezialitaet;Magen-Darmtee;5-02326;Aeskulap Apotheke Lillie KG, Kardinal Nagl Platz 1, 1030 Wien, Oesterreich;36006;Foeniculi Fructus, Calami Rhizoma, Matricariae Flos, Menthae Piperitae Folium;A16;0;0;0;;0;Arzneimittel zur Abgabe ohne aerztliche Verschreibung;Abgabe durch eine (oeffentliche) Apotheke;Apothekeneigene;Human;;;;;;;;;;;1
Magen-Darmtee;Arzneispezialitaet;Magen-Darmtee;5-01240;Alte Stadtapotheke Zum schwarzen Adler, Hauptplatz 6, 4910 Ried im Innkreis, Oesterreich;34313;Matricariae Flos, Calami Rhizoma, Menthae Piperitae Folium, Foeniculi Fructus;A03AX, A15;0;0;0;;0;Arzneimittel zur Abgabe ohne aerztliche Verschreibung;Abgabe durch eine (oeffentliche) Apotheke;Apothekeneigene;Human;;;;;;;;;;;0
Magen-Darmtee;Arzneispezialitaet;Magen-Darmtee;5-02185;Apotheke Zum Mohren, Schlossplatz 1, 7350 Oberpullendorf, Oesterreich;35051;Menthae Piperitae Folium, Calami Rhizoma, Matricariae Flos, Foeniculi Fructus;A15, A03AX;0;0;0;;0;Arzneimittel zur Abgabe ohne aerztliche Verschreibung;Abgabe durch eine (oeffentliche) Apotheke;Apothekeneigene;Human;;;;;;;;;;;1
